exp,sourceFile,conditionId,variant,setup,board,p1,p2,candidateIsP1,winner,evidenceStatus,exclusionReason,engineSeed,randomStartSeed,game
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:100,true,p2,accepted,,626200444,626202322601334,2
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:101,false,p2,accepted,,626200444,626202322601335,3
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:100,true,p1,accepted,,626200444,626202322601336,4
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:101,false,p1,accepted,,626200444,626202322601337,5
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:100,true,p2,accepted,,626200444,626202322601338,6
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:101,false,p2,accepted,,626200444,626202322601339,7
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:100,true,p1,accepted,,626200444,626202322601340,8
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:101,false,p1,accepted,,626200444,626202322601341,9
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:100,true,p1,accepted,,626200444,626202322601342,10
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:101,false,p2,accepted,,626200444,626202322601343,11
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:101,true,p1,accepted,,626301444,626303322904332,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:102,false,p1,accepted,,626301444,626303322904333,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:101,true,p1,accepted,,626301444,626303322904334,2
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:102,false,p2,accepted,,626301444,626303322904335,3
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:101,true,p1,accepted,,626301444,626303322904336,4
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:102,false,p1,accepted,,626301444,626303322904337,5
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:101,true,p2,accepted,,626301444,626303322904338,6
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:102,false,p1,accepted,,626301444,626303322904339,7
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:101,true,p2,accepted,,626301444,626303322904340,8
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:102,false,p2,accepted,,626301444,626303322904341,9
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:101,true,p1,accepted,,626301444,626303322904342,10
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g102_vs_g101.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:102,false,p1,accepted,,626301444,626303322904343,11
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:102,true,p1,accepted,,626402444,626404323207332,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:103,false,p2,accepted,,626402444,626404323207333,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:102,true,p1,accepted,,626402444,626404323207334,2
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:103,false,p2,accepted,,626402444,626404323207335,3
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:102,true,p2,accepted,,626402444,626404323207336,4
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:103,false,p1,accepted,,626402444,626404323207337,5
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:102,true,p2,accepted,,626402444,626404323207338,6
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:103,false,p2,accepted,,626402444,626404323207339,7
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:102,true,p2,accepted,,626402444,626404323207340,8
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:103,false,p1,accepted,,626402444,626404323207341,9
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:102,true,p1,accepted,,626402444,626404323207342,10
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g103_vs_g102.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:102,tf:103,false,p1,accepted,,626402444,626404323207343,11
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:104,tf:103,true,p1,accepted,,626503444,626505323510332,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:104,false,p2,accepted,,626503444,626505323510333,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:104,tf:103,true,p1,accepted,,626503444,626505323510334,2
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:104,false,p2,accepted,,626503444,626505323510335,3
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:104,tf:103,true,p2,accepted,,626503444,626505323510336,4
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:104,false,p1,accepted,,626503444,626505323510337,5
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:104,tf:103,true,p2,accepted,,626503444,626505323510338,6
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:104,false,p2,accepted,,626503444,626505323510339,7
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:104,tf:103,true,p1,accepted,,626503444,626505323510340,8
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:104,false,p2,accepted,,626503444,626505323510341,9
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:104,tf:103,true,p1,accepted,,626503444,626505323510342,10
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g104_vs_g103.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:103,tf:104,false,p1,accepted,,626503444,626505323510343,11
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g105_vs_g104.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:105,tf:104,true,p1,accepted,,626604444,626606323813332,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g105_vs_g104.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:104,tf:105,false,p2,accepted,,626604444,626606323813333,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g105_vs_g104.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:105,tf:104,true,p1,accepted,,626604444,626606323813334,2
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g105_vs_g104.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:104,tf:105,false,p1,accepted,,626604444,626606323813335,3
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g105_vs_g104.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:105,tf:104,true,p2,accepted,,626604444,626606323813336,4
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g105_vs_g104.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:104,tf:105,false,p2,accepted,,626604444,626606323813337,5
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g105_vs_g104.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:105,tf:104,true,p1,accepted,,626604444,626606323813338,6
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g105_vs_g104.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:104,tf:105,false,p1,accepted,,626604444,626606323813339,7
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g105_vs_g104.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:105,tf:104,true,p1,accepted,,626604444,626606323813340,8
